region,region_datetime,carbon_intensity
AU-NSW,2025-10-22 18:00:00,735.8
AU-NSW,2025-10-22 19:00:00,764.2
AU-NSW,2025-10-22 20:00:00,711.5
AU-NSW,2025-10-22 21:00:00,643.4
AU-NSW,2025-10-22 22:00:00,686.0
AU-NSW,2025-10-22 23:00:00,615.4
AU-NSW,2025-10-23 00:00:00,722.1
AU-NSW,2025-10-23 01:00:00,628.1
AU-NSW,2025-10-23 02:00:00,652.9
AU-NSW,2025-10-23 03:00:00,734.0
AU-NSW,2025-10-23 04:00:00,727.1
AU-NSW,2025-10-23 05:00:00,583.2
AU-NSW,2025-10-23 06:00:00,704.5
AU-NSW,2025-10-23 07:00:00,711.3
AU-NSW,2025-10-23 08:00:00,676.2
AU-NSW,2025-10-23 09:00:00,732.1
AU-NSW,2025-10-23 10:00:00,674.5
AU-NSW,2025-10-23 11:00:00,712.9
AU-NSW,2025-10-23 12:00:00,677.5
AU-NSW,2025-10-23 13:00:00,646.3
AU-NSW,2025-10-23 14:00:00,641.9
AU-NSW,2025-10-23 15:00:00,722.6
AU-NSW,2025-10-23 16:00:00,688.0
AU-NSW,2025-10-23 17:00:00,713.6
AU-NSW,2025-10-23 18:00:00,622.7
AU-NSW,2025-10-23 19:00:00,677.3
AU-NSW,2025-10-23 20:00:00,768.2
AU-NSW,2025-10-23 21:00:00,685.1
AU-NSW,2025-10-23 22:00:00,724.3
AU-NSW,2025-10-23 23:00:00,700.2
AU-NSW,2025-10-24 00:00:00,683.4
AU-NSW,2025-10-24 01:00:00,710.6
AU-NSW,2025-10-24 02:00:00,700.6
AU-NSW,2025-10-24 03:00:00,729.7
AU-NSW,2025-10-24 04:00:00,683.7
AU-NSW,2025-10-24 05:00:00,652.0
AU-NSW,2025-10-24 06:00:00,612.1
AU-NSW,2025-10-24 07:00:00,741.6
AU-NSW,2025-10-24 08:00:00,721.8
AU-NSW,2025-10-24 09:00:00,709.6
AU-NSW,2025-10-24 10:00:00,658.0
AU-NSW,2025-10-24 11:00:00,628.3
AU-NSW,2025-10-24 12:00:00,575.5
AU-NSW,2025-10-24 13:00:00,573.3
AU-NSW,2025-10-24 14:00:00,672.2
AU-NSW,2025-10-24 15:00:00,787.1
AU-NSW,2025-10-24 16:00:00,715.5
AU-NSW,2025-10-24 17:00:00,668.9
AU-NSW,2025-10-24 18:00:00,685.8
AU-NSW,2025-10-24 19:00:00,664.2
AU-NSW,2025-10-24 20:00:00,710.9
AU-NSW,2025-10-24 21:00:00,695.0
AU-NSW,2025-10-24 22:00:00,717.9
AU-NSW,2025-10-24 23:00:00,690.5
AU-NSW,2025-10-25 00:00:00,712.8
AU-NSW,2025-10-25 01:00:00,662.3
AU-NSW,2025-10-25 02:00:00,724.1
AU-NSW,2025-10-25 03:00:00,678.6
AU-NSW,2025-10-25 04:00:00,665.5
AU-NSW,2025-10-25 05:00:00,737.3
