timestamp,price_aud_mwh,demand_gw,solar_gw,wind_gw,temperature_c,cloud_cover_pct,wind_speed_kmh,solar_radiation_wm2,region
2026-01-08 07:00:00,64.37,15.62,1.31,5.58,20.9,65,17.0,166,NSW
2026-01-08 08:00:00,47.88,14.63,1.99,4.69,25.0,55,11.6,289,NSW
2026-01-08 09:00:00,220.61,12.58,2.5,4.66,23.7,62,14.9,410,NSW
2026-01-08 10:00:00,69.11,14.97,3.99,3.68,33.3,52,12.9,571,NSW
2026-01-08 11:00:00,161.16,15.84,5.32,5.77,28.6,41,24.5,712,NSW
2026-01-08 12:00:00,61.9,15.38,4.2,4.35,34.0,71,17.0,644,NSW
2026-01-08 13:00:00,64.65,18.89,3.92,4.88,30.6,67,12.6,623,NSW
2026-01-08 14:00:00,51.5,21.72,3.45,6.41,30.7,51,11.6,574,NSW
2026-01-08 15:00:00,13.86,23.9,3.35,5.36,27.0,57,15.8,421,NSW
2026-01-08 16:00:00,67.0,23.78,2.24,3.1,26.3,67,16.1,271,NSW
2026-01-08 17:00:00,68.59,29.38,1.28,2.82,24.8,61,0.7,170,NSW
2026-01-08 18:00:00,46.16,28.78,0.67,4.35,22.3,32,15.4,106,NSW
2026-01-08 19:00:00,53.77,29.78,0.38,3.0,19.9,50,13.5,47,NSW
2026-01-08 20:00:00,41.12,30.6,0.16,4.65,15.2,43,8.9,21,NSW
2026-01-08 21:00:00,24.77,28.55,0.06,3.81,13.0,56,18.5,8,NSW
2026-01-08 22:00:00,33.54,29.61,0.02,3.68,9.2,53,24.9,3,NSW
2026-01-08 23:00:00,45.52,27.11,0.01,2.55,12.4,53,19.2,1,NSW
2026-01-09 00:00:00,25.82,24.66,0.0,4.74,13.2,22,22.4,0,NSW
2026-01-09 01:00:00,45.56,24.93,0.01,5.58,14.6,23,26.3,1,NSW
2026-01-09 02:00:00,-38.7,24.24,0.02,2.2,13.0,43,16.7,3,NSW
2026-01-09 03:00:00,41.54,21.02,0.04,2.59,12.5,20,13.6,9,NSW
2026-01-09 04:00:00,36.71,19.38,0.12,2.1,12.7,7,24.5,25,NSW
2026-01-09 05:00:00,36.75,15.56,0.39,1.52,20.6,29,21.6,52,NSW
2026-01-09 06:00:00,-18.42,12.68,0.62,0.75,17.5,14,17.7,115,NSW
2026-01-09 07:00:00,26.53,16.51,1.43,0.33,23.0,41,23.3,188,NSW
2026-01-09 08:00:00,52.42,17.08,1.96,0.13,25.7,21,26.8,339,NSW
2026-01-09 09:00:00,63.32,16.59,2.57,1.56,28.1,18,23.4,507,NSW
2026-01-09 10:00:00,79.79,14.57,3.33,0.55,29.9,11,20.8,689,NSW
2026-01-09 11:00:00,57.68,14.61,4.08,0.0,31.1,34,22.7,736,NSW
2026-01-09 12:00:00,54.72,16.4,4.5,1.44,26.4,19,23.1,832,NSW
2026-01-09 13:00:00,57.56,17.4,4.71,0.98,30.9,10,14.9,817,NSW
2026-01-09 14:00:00,9.91,21.84,4.33,2.41,25.4,6,21.3,703,NSW
2026-01-09 15:00:00,62.03,26.48,3.62,1.53,29.8,16,15.6,511,NSW
2026-01-09 16:00:00,47.43,25.79,2.01,0.0,25.2,6,22.7,361,NSW
2026-01-09 17:00:00,54.97,28.11,1.26,0.0,19.6,31,12.8,197,NSW
2026-01-09 18:00:00,112.55,30.99,0.68,0.87,19.7,0,22.1,122,NSW
2026-01-09 19:00:00,49.77,29.12,0.33,1.16,17.6,21,15.3,54,NSW
2026-01-09 20:00:00,24.75,33.05,0.14,2.94,18.7,32,13.8,22,NSW
2026-01-09 21:00:00,24.95,32.72,0.04,2.23,14.7,31,16.2,9,NSW
2026-01-09 22:00:00,20.85,28.73,0.02,3.62,13.4,21,10.7,3,NSW
2026-01-09 23:00:00,5.85,26.79,0.01,1.41,14.1,40,14.5,1,NSW
2026-01-10 00:00:00,26.14,27.05,0.0,3.97,11.2,24,9.9,0,NSW
2026-01-10 01:00:00,127.26,23.55,0.01,3.98,13.2,37,10.1,1,NSW
2026-01-10 02:00:00,25.05,20.27,0.02,1.5,14.1,48,13.7,3,NSW
2026-01-10 03:00:00,25.22,21.85,0.06,5.09,11.8,48,7.4,8,NSW
2026-01-10 04:00:00,15.07,19.82,0.17,4.09,19.4,37,7.0,22,NSW
2026-01-10 05:00:00,31.7,16.58,0.39,4.61,16.0,62,13.4,44,NSW
2026-01-10 06:00:00,37.69,13.18,0.8,3.55,23.3,50,12.7,97,NSW
2026-01-10 07:00:00,37.24,12.43,1.13,5.86,21.0,60,14.1,171,NSW
2026-01-10 08:00:00,49.64,14.16,2.06,3.55,27.7,71,15.5,265,NSW
2026-01-10 09:00:00,60.46,13.52,2.64,5.68,32.3,67,15.2,400,NSW
2026-01-10 10:00:00,81.32,14.56,4.49,5.75,29.8,68,18.4,525,NSW
2026-01-10 11:00:00,62.69,17.88,5.46,4.01,30.7,57,17.3,657,NSW
2026-01-10 12:00:00,64.27,19.1,5.7,6.98,32.8,65,10.0,666,NSW
2026-01-10 13:00:00,59.52,22.0,4.6,5.21,30.6,57,12.1,657,NSW
2026-01-10 14:00:00,-22.65,20.51,4.42,5.59,33.9,40,27.8,605,NSW
2026-01-10 15:00:00,54.76,23.56,2.54,3.32,29.0,57,21.0,421,NSW
2026-01-10 16:00:00,51.59,27.14,1.68,6.85,26.0,55,25.7,289,NSW
2026-01-10 17:00:00,75.54,28.33,1.37,3.36,23.1,58,21.2,172,NSW
2026-01-10 18:00:00,38.44,31.23,0.66,5.44,19.8,48,23.0,98,NSW
2026-01-10 19:00:00,39.14,30.36,0.39,3.22,17.8,38,21.8,50,NSW
2026-01-10 20:00:00,223.21,32.77,0.12,3.38,16.0,53,33.8,20,NSW
2026-01-10 21:00:00,12.45,30.54,0.06,4.55,13.6,27,25.0,9,NSW
2026-01-10 22:00:00,36.98,30.52,0.02,4.55,11.7,58,21.8,3,NSW
2026-01-10 23:00:00,-49.64,27.17,0.01,1.99,16.2,35,17.0,1,NSW
2026-01-11 00:00:00,30.04,26.02,0.0,4.09,9.6,38,31.1,0,NSW
2026-01-11 01:00:00,10.3,25.44,0.01,3.78,12.4,39,21.9,1,NSW
2026-01-11 02:00:00,40.04,24.42,0.02,1.54,14.3,37,24.8,3,NSW
2026-01-11 03:00:00,9.57,21.02,0.07,3.83,15.9,10,24.4,10,NSW
2026-01-11 04:00:00,37.59,17.88,0.12,0.54,16.6,35,18.2,22,NSW
2026-01-11 05:00:00,61.67,18.41,0.27,1.16,18.7,26,21.7,53,NSW
2026-01-11 06:00:00,28.7,12.0,0.66,2.06,22.7,13,15.6,115,NSW
2026-01-11 07:00:00,39.0,12.14,1.41,0.56,24.9,10,13.0,215,NSW
2026-01-11 08:00:00,51.85,15.02,2.03,1.53,26.3,14,20.6,349,NSW
2026-01-11 09:00:00,48.8,14.29,3.43,1.39,25.8,1,14.4,544,NSW
2026-01-11 10:00:00,39.46,15.98,4.37,0.88,29.6,36,16.2,617,NSW
2026-01-11 11:00:00,60.95,16.44,4.18,1.85,29.2,33,15.0,739,NSW
2026-01-11 12:00:00,-23.14,18.86,5.9,0.77,30.5,20,15.4,828,NSW
2026-01-11 13:00:00,4.74,18.71,3.9,1.25,31.6,12,6.1,810,NSW
2026-01-11 14:00:00,47.31,22.86,4.64,2.21,31.3,13,9.7,683,NSW
2026-01-11 15:00:00,73.85,25.56,2.8,1.94,32.5,26,10.7,489,NSW
2026-01-11 16:00:00,41.8,27.83,2.06,2.05,25.9,39,8.8,312,NSW
2026-01-11 17:00:00,42.61,30.68,1.21,0.26,26.1,12,14.1,214,NSW
2026-01-11 18:00:00,14.07,29.29,0.59,2.11,22.6,7,17.6,118,NSW
2026-01-11 19:00:00,21.57,30.14,0.31,0.9,22.0,41,18.8,49,NSW
2026-01-11 20:00:00,34.36,27.72,0.13,0.72,18.1,4,12.8,25,NSW
2026-01-11 21:00:00,43.3,28.93,0.05,2.16,12.9,15,16.2,9,NSW
2026-01-11 22:00:00,5.27,28.64,0.02,1.58,9.9,27,17.7,3,NSW
2026-01-11 23:00:00,24.91,29.23,0.01,3.53,13.0,14,19.4,1,NSW
2026-01-12 00:00:00,25.28,25.08,0.0,3.81,11.0,48,14.5,0,NSW
2026-01-12 01:00:00,32.37,25.27,0.01,1.36,10.4,48,26.3,1,NSW
2026-01-12 02:00:00,10.29,22.0,0.02,2.69,10.9,33,23.8,3,NSW
2026-01-12 03:00:00,12.62,19.66,0.06,2.31,15.3,58,24.8,8,NSW
2026-01-12 04:00:00,39.04,18.37,0.15,3.54,20.1,62,26.7,19,NSW
2026-01-12 05:00:00,41.33,15.76,0.35,4.67,18.7,46,24.7,48,NSW
2026-01-12 06:00:00,46.11,14.43,0.66,4.17,23.3,44,19.1,100,NSW
2026-01-12 07:00:00,52.62,12.0,1.34,4.0,24.5,78,23.1,154,NSW
2026-01-12 08:00:00,-27.28,13.63,1.7,6.03,24.6,61,17.3,280,NSW
2026-01-12 09:00:00,60.57,13.55,3.47,2.54,30.7,57,25.7,421,NSW
2026-01-12 10:00:00,43.96,14.3,4.45,6.17,28.6,71,23.2,516,NSW
2026-01-12 11:00:00,54.77,16.97,4.25,4.44,31.9,58,23.5,654,NSW
2026-01-12 12:00:00,86.6,18.99,5.54,4.92,31.5,49,28.0,724,NSW
2026-01-12 13:00:00,69.41,20.28,3.81,4.46,33.7,56,20.8,661,NSW
2026-01-12 14:00:00,47.63,23.49,3.55,6.47,28.8,67,20.8,528,NSW
2026-01-12 15:00:00,-5.76,24.93,2.51,3.62,30.1,30,21.1,480,NSW
2026-01-12 16:00:00,164.53,25.56,2.29,4.74,25.6,49,12.7,297,NSW
2026-01-12 17:00:00,59.84,26.96,1.37,5.11,23.8,67,18.0,164,NSW
2026-01-12 18:00:00,11.6,29.4,0.76,2.8,15.0,43,8.1,101,NSW
2026-01-12 19:00:00,30.61,30.59,0.26,3.3,23.9,66,14.6,44,NSW
2026-01-12 20:00:00,47.41,32.1,0.14,3.85,18.4,62,19.4,19,NSW
2026-01-12 21:00:00,36.87,31.51,0.06,2.88,13.7,42,16.8,8,NSW
2026-01-12 22:00:00,38.81,28.12,0.02,2.7,11.4,33,11.8,3,NSW
2026-01-12 23:00:00,112.74,27.5,0.01,2.91,11.7,34,13.6,1,NSW
2026-01-13 00:00:00,23.75,27.01,0.0,3.65,13.8,67,8.5,0,NSW
2026-01-13 01:00:00,18.54,25.67,0.01,2.4,8.9,55,12.4,1,NSW
2026-01-13 02:00:00,19.12,23.41,0.02,3.56,13.4,31,23.8,3,NSW
2026-01-13 03:00:00,23.4,19.83,0.06,1.24,18.9,20,19.4,9,NSW
2026-01-13 04:00:00,36.62,16.12,0.12,0.75,15.1,26,12.3,23,NSW
2026-01-13 05:00:00,46.67,14.84,0.29,3.71,20.0,26,13.0,53,NSW
2026-01-13 06:00:00,51.28,15.48,0.6,0.93,26.8,6,8.9,119,NSW
2026-01-13 07:00:00,63.27,14.79,1.12,0.1,26.3,20,10.2,206,NSW
2026-01-13 08:00:00,58.53,12.35,1.83,0.0,27.7,34,15.6,320,NSW
2026-01-13 09:00:00,80.16,14.34,2.91,2.23,30.5,0,12.9,546,NSW
2026-01-13 10:00:00,62.92,16.02,4.25,0.73,30.3,26,19.6,646,NSW
2026-01-13 11:00:00,100.93,14.62,4.61,0.76,34.7,32,23.2,742,NSW
2026-01-13 12:00:00,76.68,19.66,5.55,0.84,31.7,8,19.3,871,NSW
2026-01-13 13:00:00,117.69,19.36,5.14,2.03,28.3,36,19.4,729,NSW
2026-01-13 14:00:00,54.02,23.89,3.41,0.89,30.4,7,13.3,700,NSW
2026-01-13 15:00:00,69.67,23.27,2.49,3.5,27.7,22,24.0,498,NSW
2026-01-13 16:00:00,57.24,24.46,2.37,1.4,27.0,14,17.3,349,NSW
2026-01-13 17:00:00,63.84,26.97,1.04,2.48,24.6,15,20.9,211,NSW
2026-01-13 18:00:00,55.95,28.79,0.58,2.39,25.0,13,27.0,115,NSW
2026-01-13 19:00:00,44.39,29.14,0.27,1.75,21.4,31,27.8,52,NSW
2026-01-13 20:00:00,30.44,29.68,0.15,1.41,18.1,35,22.0,22,NSW
2026-01-13 21:00:00,18.44,30.23,0.06,2.57,15.5,27,22.4,9,NSW
2026-01-13 22:00:00,28.24,28.67,0.02,2.99,11.8,14,21.1,3,NSW
2026-01-13 23:00:00,42.02,27.56,0.01,2.17,8.6,37,18.8,1,NSW
2026-01-14 00:00:00,147.03,23.44,0.0,3.17,12.9,40,20.7,0,NSW
2026-01-14 01:00:00,17.08,24.66,0.01,4.5,14.6,35,16.1,1,NSW
2026-01-14 02:00:00,36.24,21.87,0.02,5.59,13.8,63,24.6,3,NSW
2026-01-14 03:00:00,42.09,22.34,0.05,4.62,14.5,24,22.6,9,NSW
2026-01-14 04:00:00,31.12,16.59,0.12,5.86,18.6,18,22.3,24,NSW
2026-01-14 05:00:00,48.51,13.63,0.28,3.59,20.0,38,15.2,50,NSW
2026-01-14 06:00:00,52.65,16.0,0.57,5.12,26.1,58,13.2,94,NSW
2026-01-14 07:00:00,43.51,14.79,1.12,5.93,27.8,38,17.2,190,NSW
2026-01-14 08:00:00,66.44,12.49,1.9,3.84,29.7,41,16.2,309,NSW
2026-01-14 09:00:00,73.11,12.0,3.59,4.36,31.3,65,14.4,404,NSW
2026-01-14 10:00:00,82.64,17.38,4.13,6.67,28.9,60,13.0,548,NSW
2026-01-14 11:00:00,84.36,18.46,5.65,4.01,33.8,59,20.2,650,NSW
2026-01-14 12:00:00,55.93,14.27,4.74,3.66,33.5,64,14.5,670,NSW
2026-01-14 13:00:00,29.26,19.24,4.65,6.51,33.7,50,20.2,681,NSW
2026-01-14 14:00:00,76.09,24.5,3.72,6.13,32.5,50,17.2,577,NSW
2026-01-14 15:00:00,72.94,23.36,2.65,5.28,30.8,63,18.8,408,NSW
2026-01-14 16:00:00,68.85,25.26,1.76,4.69,33.2,36,7.8,317,NSW
2026-01-14 17:00:00,104.12,27.23,1.47,4.15,25.3,25,14.7,202,NSW
2026-01-14 18:00:00,59.59,27.25,0.81,4.7,24.7,44,11.1,100,NSW
2026-01-14 19:00:00,61.21,27.17,0.27,5.8,19.3,58,6.8,45,NSW
2026-01-14 20:00:00,54.22,31.58,0.12,4.24,19.5,48,20.1,21,NSW
2026-01-14 21:00:00,46.45,26.96,0.05,5.93,17.7,53,13.8,8,NSW
2026-01-14 22:00:00,31.67,29.3,0.02,2.62,15.0,16,11.7,3,NSW
2026-01-14 23:00:00,42.56,28.99,0.01,3.24,16.6,41,15.3,1,NSW
2026-01-15 00:00:00,23.48,23.82,0.0,2.63,11.2,43,14.8,0,NSW
2026-01-15 01:00:00,153.42,22.68,0.01,1.65,12.3,16,16.3,1,NSW
2026-01-15 02:00:00,29.56,23.82,0.02,2.33,14.7,40,19.2,3,NSW
2026-01-15 03:00:00,39.51,20.73,0.05,2.65,17.7,26,27.9,9,NSW
2026-01-15 04:00:00,70.4,17.07,0.12,2.52,18.3,62,19.2,19,NSW
2026-01-15 05:00:00,24.99,18.15,0.32,3.95,23.0,0,29.2,59,NSW
2026-01-15 06:00:00,21.37,16.88,0.81,2.05,21.7,37,26.6,104,NSW
2026-01-15 07:00:00,38.29,14.68,1.16,2.56,23.3,14,25.2,212,NSW
2026-01-15 08:00:00,56.73,12.65,2.37,1.33,28.6,0,26.9,370,NSW
2026-01-15 09:00:00,79.53,13.65,3.45,2.83,30.0,10,24.1,524,NSW
2026-01-15 10:00:00,70.33,15.5,4.73,3.47,32.8,19,29.1,666,NSW
2026-01-15 11:00:00,58.54,16.06,5.28,1.55,32.7,28,25.9,756,NSW
2026-01-15 12:00:00,63.48,19.41,5.32,0.01,32.4,36,16.5,770,NSW
2026-01-15 13:00:00,44.07,17.63,5.4,0.47,32.6,32,23.8,742,NSW
2026-01-15 14:00:00,60.42,19.76,3.32,1.35,31.8,4,25.0,709,NSW
2026-01-15 15:00:00,68.5,24.34,2.99,1.61,29.6,30,19.8,480,NSW
2026-01-15 16:00:00,62.2,25.26,2.46,1.97,27.7,22,20.6,337,NSW
2026-01-15 17:00:00,238.77,26.72,1.38,1.87,24.9,11,16.6,215,NSW
2026-01-15 18:00:00,77.14,26.28,0.8,1.59,24.9,18,12.5,113,NSW
2026-01-15 19:00:00,53.72,29.76,0.37,1.15,21.0,14,10.8,56,NSW
2026-01-15 20:00:00,16.85,29.92,0.16,2.4,22.7,25,9.8,23,NSW
2026-01-15 21:00:00,39.12,30.71,0.06,4.09,16.4,19,17.7,9,NSW
2026-01-15 22:00:00,25.62,29.03,0.02,3.5,13.4,17,4.2,3,NSW
2026-01-15 23:00:00,223.63,27.46,0.01,3.27,18.9,38,10.7,1,NSW
2026-01-16 00:00:00,21.09,27.77,0.0,4.03,14.0,43,9.7,0,NSW
2026-01-16 01:00:00,29.75,22.1,0.01,2.89,15.5,35,11.2,1,NSW
2026-01-16 02:00:00,39.04,22.8,0.02,3.01,15.8,57,4.7,3,NSW
2026-01-16 03:00:00,46.39,17.42,0.06,3.02,17.4,40,13.6,8,NSW
2026-01-16 04:00:00,-22.32,16.74,0.13,3.87,19.3,41,7.0,21,NSW
2026-01-16 05:00:00,40.64,14.52,0.27,3.8,18.5,55,16.9,46,NSW
2026-01-16 06:00:00,43.97,16.24,0.79,5.62,24.0,48,10.3,98,NSW
2026-01-16 07:00:00,46.85,14.17,1.29,4.11,23.2,52,13.0,178,NSW
2026-01-16 08:00:00,80.54,13.98,1.89,3.93,28.0,22,14.2,337,NSW
2026-01-16 09:00:00,-0.72,12.61,2.61,6.79,28.9,54,16.0,428,NSW
2026-01-16 10:00:00,51.21,14.62,4.53,4.48,32.7,32,16.1,628,NSW
2026-01-16 11:00:00,79.19,15.2,5.37,5.14,33.7,40,15.2,715,NSW
2026-01-16 12:00:00,94.16,18.58,5.63,5.45,34.3,39,19.4,760,NSW
2026-01-16 13:00:00,53.88,18.44,5.0,3.85,33.6,42,20.9,708,NSW
2026-01-16 14:00:00,47.45,23.99,3.79,6.17,30.8,48,17.0,582,NSW
2026-01-16 15:00:00,56.53,21.56,2.79,5.48,29.9,48,22.7,441,NSW
2026-01-16 16:00:00,73.24,24.79,1.65,6.29,30.2,60,26.6,281,NSW
2026-01-16 17:00:00,44.55,30.17,1.41,3.91,28.1,54,25.4,176,NSW
2026-01-16 18:00:00,53.03,28.28,0.57,4.51,21.1,26,26.9,109,NSW
2026-01-16 19:00:00,51.67,27.76,0.35,4.26,17.8,48,24.3,48,NSW
2026-01-16 20:00:00,26.27,30.33,0.14,4.26,17.0,49,20.2,21,NSW
2026-01-16 21:00:00,32.38,29.01,0.06,2.31,18.5,39,20.8,8,NSW
2026-01-16 22:00:00,-9.14,27.67,0.02,3.63,17.2,39,25.2,3,NSW
2026-01-16 23:00:00,15.32,26.01,0.0,1.83,12.0,40,27.4,1,NSW
2026-01-17 00:00:00,23.75,30.15,0.0,3.36,14.1,44,34.3,0,NSW
2026-01-17 01:00:00,12.34,23.69,0.0,0.61,17.5,13,26.5,1,NSW
2026-01-17 02:00:00,7.85,19.11,0.02,0.63,15.7,27,17.2,3,NSW
2026-01-17 03:00:00,15.05,22.17,0.05,3.05,19.3,45,17.9,8,NSW
2026-01-17 04:00:00,30.93,18.92,0.12,1.45,20.5,42,29.2,21,NSW
2026-01-17 05:00:00,42.47,15.19,0.37,0.79,19.1,33,18.2,51,NSW
2026-01-17 06:00:00,63.25,13.67,0.68,2.86,23.2,27,18.2,109,NSW
2026-01-17 07:00:00,33.78,15.28,1.01,1.74,26.2,39,13.1,189,NSW
2026-01-17 08:00:00,69.67,13.63,1.68,2.14,28.8,41,22.2,309,NSW
2026-01-17 09:00:00,59.86,12.0,3.17,0.99,32.5,15,17.0,513,NSW
2026-01-17 10:00:00,0.03,17.75,4.49,3.75,33.1,4,11.0,709,NSW
2026-01-17 11:00:00,70.25,15.69,4.61,0.41,27.4,12,9.4,810,NSW
2026-01-17 12:00:00,67.67,20.24,5.11,2.74,31.0,52,14.0,713,NSW
2026-01-17 13:00:00,57.31,21.85,5.3,0.96,28.9,0,12.5,851,NSW
2026-01-17 14:00:00,63.26,20.5,4.18,0.0,32.6,10,15.4,692,NSW
2026-01-17 15:00:00,54.54,25.62,2.7,1.64,31.2,0,14.2,546,NSW
2026-01-17 16:00:00,56.31,25.02,2.15,1.58,29.2,19,11.0,342,NSW
2026-01-17 17:00:00,58.0,24.86,1.31,0.36,24.3,5,10.2,220,NSW
2026-01-17 18:00:00,63.84,28.29,0.74,0.66,25.0,20,12.2,112,NSW
2026-01-17 19:00:00,-4.9,30.32,0.34,1.76,22.5,0,11.2,59,NSW
2026-01-17 20:00:00,60.3,29.31,0.17,2.35,16.2,32,13.6,22,NSW
2026-01-17 21:00:00,7.09,29.27,0.05,0.0,13.7,42,15.1,8,NSW
2026-01-17 22:00:00,25.47,30.64,0.02,3.54,15.0,25,12.4,3,NSW
2026-01-17 23:00:00,32.32,27.82,0.01,2.24,17.6,31,19.5,1,NSW
2026-01-18 00:00:00,27.93,24.74,0.0,1.67,17.1,33,16.5,0,NSW
2026-01-18 01:00:00,17.75,25.12,0.01,4.2,15.2,40,15.7,1,NSW
2026-01-18 02:00:00,-23.46,22.3,0.02,3.49,13.6,40,18.6,3,NSW
2026-01-18 03:00:00,20.81,16.15,0.06,4.98,18.4,52,22.0,8,NSW
2026-01-18 04:00:00,27.45,18.64,0.15,4.44,17.8,60,22.2,20,NSW
2026-01-18 05:00:00,49.55,16.93,0.27,4.22,19.6,37,24.3,50,NSW
2026-01-18 06:00:00,48.83,15.1,0.69,4.26,19.5,45,26.8,100,NSW
2026-01-18 07:00:00,238.87,15.61,1.04,5.07,26.6,62,28.9,169,NSW
2026-01-18 08:00:00,65.39,12.99,2.46,4.32,27.5,35,25.1,318,NSW
2026-01-18 09:00:00,62.47,14.78,3.51,4.0,31.1,30,19.7,480,NSW
2026-01-18 10:00:00,71.75,12.72,3.24,5.54,27.9,57,22.8,556,NSW
2026-01-18 11:00:00,71.6,16.95,5.41,4.84,33.8,61,19.6,644,NSW
2026-01-18 12:00:00,54.84,20.93,5.84,5.03,29.0,46,30.0,734,NSW
2026-01-18 13:00:00,57.45,18.44,4.45,6.07,35.7,48,30.5,688,NSW
2026-01-18 14:00:00,71.21,20.86,4.36,4.82,33.6,45,24.5,591,NSW
2026-01-18 15:00:00,66.46,23.01,2.96,4.86,30.4,43,24.4,452,NSW
2026-01-18 16:00:00,54.83,26.19,2.18,4.13,30.0,61,21.1,280,NSW
2026-01-18 17:00:00,51.75,26.06,1.17,5.02,24.5,37,20.5,191,NSW
2026-01-18 18:00:00,60.6,29.56,0.63,4.76,24.0,46,11.6,99,NSW
